video_url,video_title,publish_date,brazilian_state,text_origin,corrected_transcription,specific_contexts,punchlines,fun,humor,nonsense,wit,irony,satire,sarcasm,cynicism,joke_explanation
https://www.youtube.com/shorts/tWbpnKXzRh4?feature=share,Nas garras da Patrulha,"Apr 15, 2019",Ceará,Programa humorístico,"Delegado: Delegacia do Quito...
Mulher: Quito DP, é?
Delegado: Não, do Quito dos Infernos.
Mulher. Vish. Seu delegado, o meu marido saiu de manhãzinha pra comprar feijão e até agora não voltou. Delegado, o que é que eu faço?
Delegado: Faça um miojo.",,"Não, do Quito dos Infernos.; Faça um miojo.",0,0,0,1,0,0,1,0,O texto apresenta um personagem grosseiro que responde as perguntas de forma sarcástica.
https://www.youtube.com/shorts/qYMOmqAj6_0?feature=share,hormônios masculinos,"Aug 15, 2023",Sergipe,Stand-up,"Então tem todas as logísticas e tem muita coisa que perguntam muito. Fazem: ih, e os hormônios? Meus hormônios já estão dando certo, já peço foto de agora. Já deixo a tampa da privada levantada, chego no bar e falo: sabe aquela mulher ali, Catarina? Torei. Nunca vi Catarina Não sei nem quem é Catarina. Catarina dorme e acorda pensando, nossa, quem é João Bubis? Não sei.",O humorista estava passando por um processo de transição de gênero.,"já peço foto de agora. Já deixo a tampa da privada levantada, chego no bar e falo Sabe aquela mulher ali, Catarina? Torei. Nunca vi Catarina Não sei nem quem é Catarina. Catarina dorme e acorda pensando, nossa, quem é João Bubis? Não sei.",0,1,0,1,1,0,1,1,"O humorista, a contar sobre seu processo de transição de gênero, lança uma crítica sobre hábitos comuns, mas deploráveis, de homens."
https://www.youtube.com/shorts/7TiMIWL_5eU?feature=share,É COPA DO MUNDO AMIGOS! #brasil #humor #shorts #piadas #comedia,"Nov 26, 2022",Pernambuco,Stand-up,"Copa do Mundo aqui, ó. Oxe, foi um monte. Qual jogador mais católico? É o Di Maria. Mas a parada impressionante que eu achei na Copa, assim, que eu percebi, é que os estádios são muito limpinhos, né, véi? Você não vê lixo, assim. Mas também a galera não consegue ver o lixo no chão, que já quer catar.",,"É o Di Maria.; Mas também a galera não consegue ver o lixo no chão, que já quer catar.",1,1,0,1,0,0,1,0,O humorista faz um trocadilho relacionando o jogador Di Maria com a crença mariana da fé católica. Depois faz uma crítica aos espectadores brasileiros que catavam lixo do chão durante os jogos da Copa do Mundo no Brasil. 
https://www.youtube.com/shorts/7fFP33e0gpE?feature=share,Stand-up Whindersson Nunes I Natal do Rico X Natal do Pobre,"Apr 28, 2024",Piauí,Vídeo roteirizado,"Final de ano é tão bom né? Final de ano é bom porque tem Natal. Natal é coisa que, poxa, Natal do rico é bom. Por quê? Porque a maior dificuldade do rico é colocar a estrela lá em cima da árvore de Natal de 2 metros e meio de altura. Aí o que é que o pai faz? Pega o filho no braço, porque é lindo o menino colocando a estrela em cima. O pai chama o filho, se ajoelha perto dele e fala assim: Jared, pega a estrela Jared. Coloca lá em cima. Aí o pai pega o Jared e estende ele pra lá. Aí o Jared pega a estrela e coloca lá no topo da árvore. Meu Deus, uma cena tão linda. Parece um comercial da Coca-Cola. O pobre, o pobre pra montar a árvore vem com uma caixa de sapato desse tamanho. Quando lava a caixa de sapato tem aquele cheiro de naftalina que sobe. Essas coisas quem guarda é vó. E vó gosta de sair espalhando umas pedrinhas de naftalina pra poder a casa ficar com cheiro de naftalina. Pra não feder as coisas, vó bota naftalina no guarda-roupa dela. Se você parar pra prestar atenção, toda vó tem um cheirinho de naftalina.",Coca-cola é uma marca de refrigerantes que costuma fazer comerciais natalinos.,"Porque a maior dificuldade do rico é colocar a estrela lá em cima da árvore de Natal de 2 metros e meio de altura.; Parece um comercial da Coca-Cola.; Quando lava a caixa de sapato tem aquele cheiro de naftalina que sobe.; Se você parar pra prestar atenção, toda vó tem um cheirinho de naftalina.",1,1,0,0,0,0,0,0,"O humorista faz uma comparação divertida entre as comemorações de Natal dos ricos e dos pobres. Brinca que a maior dificuldade dos ricos é colocar a estrela no topo da árvore gigantesca, encenando quase um comercial natalino da Coca-Cola. Já os pobres reutilizam caixas de sapato como se fossem caixas de presente, todas impregnadas com cheiro de naftalina, só para garantir que nada fique fedendo. Por fim, conclui de maneira bem-humorada que toda avó tem aquele característico cheirinho de naftalina."
https://www.youtube.com/shorts/vKOXN6KsU1w?feature=share,#Merenda na #escola #shorts,"Nov 28, 2021",Bahia,Stand-up,"Na escola pública tem um momento que define o resto do dia do estudante, que é o recreio. Porque no recreio é servida a merenda. E o pessoal do colégio particular pode estar se questionando agora. Oxi, mas eu compro minha merenda. Mas na escola pública não existe a possibilidade de escolha. Existe somente a opção, se alimentar ou não. Com o que? Com o que foi oferecido. E isso gera certa revolta nos meninos, por bem e por mal. Porque às vezes é uma refeição interessante, entendeu? Um cachorro quente, o menino gosta. Um feijão tropeiro, porra, você ouve fogos. Feijão tropeiro, você não precisa nem ir lá ver o que é que está servindo. Você ouve da sala dos professores, você ouve uma voz assim, lá do fundo, assim, ó: Aê, desgraça! É feijão tropeiro no dia. O pessoal da escola pública rindo aqui, ó. Pessoal da escola particular agora está pensando assim: nossa, feijão tropeiro? Às dez da manhã? Como assim?",,"Existe somente a opção, se alimentar ou não. Com o que? Com o que foi oferecido.; Aê, desgraça! É feijão tropeiro no dia.; Pessoal da escola particular agora está pensando assim, nossa, feijão tropeiro? Às dez da manhã? Como assim?",1,1,0,1,0,0,0,0,"O humorista brinca que, ao contrário de quem estuda em escola particular e precisa comprar o lanche, na escola pública as opções se resumem a duas: comer ou passar fome. Ele conta que, dependendo do cardápio do dia, dava para ouvir a comemoração dos alunos já da sala dos professores, especialmente quando serviam feijão tropeiro, que todos gostavam. Por fim, ironiza ao imaginar alguém de escola particular se perguntando, naquele momento, como alguém consegue comer feijão tropeiro às dez da manhã, um horário nada convencional para esse prato."
https://www.youtube.com/shorts/Zmua6tVeijE?feature=share,Ele era até bonito.,"May 19, 2024",Rio Grande do Norte,Stand-up,"Teve um cara que eu peguei numa festa assim, saí numa festa, e ele ficou puxando meu pescoço muito pra tentar me beijar. Eu tava dirigindo aqui, ele puxando meu pescoço pra me beijar. Aí eu travei assim, era bonito, mas eu tava trabalhando o dia. E aí... Eu fiz: oi, tá tudo bem? Aí ele viu que, assim, que eu tava estranhando e parou assim e fez: Desculpa, desculpa, achei que era o meu namorado, Gabriel. Falei: não, você tá no Uber. Fez: mas você é solteiro? Eu: sou, mas você não, Gabriel, vou falar pra ele.",,"era bonito, mas eu tava trabalhando o dia.; Fez: mas você é solteiro? Eu: sou, mas você não. Gabriel, vou falar pra ele.",1,1,0,1,0,0,1,0,"O humorista narra a situação inusitada em que um passageiro, ao entrar em seu carro pelo aplicativo Uber, começou a flertar com ele, mesmo estando em um relacionamento. Ele diverte ao admitir que até achou o rapaz bonito, mas era dia de trabalho e não podia perder o foco. Para completar, brinca que ameaçou contar tudo para o namorado dele, o Gabriel, sobre a tentativa de traição."
https://www.youtube.com/shorts/D4g6rIUvW4A?feature=share,OCULTISMO  #standupcomedy #humor #piada,"Oct 30, 2023",Pernambuco,Stand-up,"Ocultismo. Ah, mano, meu pai tinha um amigo. Obrigado por esse amigo, que ele me salvou agora. Meu pai tinha um amigo, mano. Acho que ele já faleceu, coitado. O nome dele era Lula. Aí ele era meio assim, né, meio cigano e pá, tá ligado? Aí ele uma vez olhou assim pra mim. Eu era uma criança, acho que eu tinha uns sete anos. Ele olhou assim pra mim e falou assim: olha que menino lindo. Pena que vai morrer aos 13 anos. Mano, minha vida é outra depois disso. Anseiosíssimo, cresci. Aí, porra, passei dos 13, né, fiquei feliz e pá, passei o futuro conversando. Aí tem um amigo também que é esotérico, né. Aí eu falei: porra, ele contou essa história, né. Ele: porra, não, mas às vezes é invertido. É 31. E eu tô com 30, né. Rezem por mim.",,"Pena que vai morrer aos 13 anos. Mano, minha vida é outra depois disso. Anseiosíssimo, cresci. ; não, mas às vezes é invertido. É 31. E eu tô com 30, né. Rezem por mim.",1,1,0,1,0,0,0,0,"O humorista diverte ao contar que um amigo do seu pai profetizou que ele morreria aos 13 anos, o que o deixou ansioso durante toda a infância. Quando finalmente completou 13 e percebeu que ainda estava vivo, achou que tinha escapado do destino. No entanto, outro amigo sugeriu que a previsão poderia estar invertida, significando 31 anos em vez de 13. Agora, com 30 anos, ele pede pra que rezem por ele, pois está prestes a descobrir se a profecia era verdadeira."
https://www.youtube.com/shorts/G2O4az3jX54?feature=share,O Enzo dos anos 80-90! #humor #alex #standupcomedy #alexa #comediante #comedia #piada #shortvideo,"May 2, 2023",Pernambuco,Stand-up,"Humorista: Como é seu nome, meu amigo?
Espectador: Alex.
Humorista: Alex, vê só Alex, me ajuda num experimento aqui. Só o Alex Bate palma, tá certo? Só o Alex. Bate palma, Alex. Ah, teu nome é Alex? Olha, existem mais Alexs no mundo. Eu pensava que estar com... Teu é Alex também? Meu Deus E qual é o plural de Alex? Alexia, né? Alexia bata palma, Alexia.",Alexia é uma assistente virtual da Amazon que responde a comandos falados.,"Alexia, né? Alexia bata palma, Alexia.",1,0,1,1,1,0,0,0,"O humorista faz uma relação divertida entre o plural de Alex, que ele acha ser ""Alexias"", e a Alexa, IA da Amazon, e emite um comando."
https://www.youtube.com/shorts/FIgUppWjObY?feature=share,Flavio Andrade - Pochete #standupcomedy #comedia2022 #comedianacional #flavioandrade #pochete #amigo,"Sep 2, 2022",Pernambuco,Stand-up,"Eu tinha um amigo que ele tinha tudo na porra da pochete, tudo, tudo. Tinha uma roda de amigo assim, conversando, a pessoa falava: caralho, comprei a porra de cigarro e esqueci o isqueiro. Ele: shhh. E esse aqui, não funciona não? Outro dia já, essa porra, a gente aqui conversando: cara, seria massa um baralho, né, pra gente jogar aqui. Ele: ha, ha, ha. E esse aqui, novinho. Até que um dia a galera falou: não é possível que esse bicho tenha tudo nessa porra dessa pochete. A gente vai pegar ele hoje. Todo mundo na roda. Aí um amigo meu falou: porra, os amigos reunidos. Seria do caralho agora, uma churrasqueira, hein. E todo mundo virou pra ele. Aí ele, calmamente abriu a pochete. Tirou uma chave. Pega ali no porta-mala.",,"Aí ele, calmamente abriu a pochete. Tirou uma chave. Pega ali no porta-mala.",1,0,0,1,0,0,0,0,"O humorista conta que seus amigos decidiram testar um colega que sempre tinha de tudo na pochete. Para isso, comentaram, de forma casual, que precisavam de uma churrasqueira enquanto ele estava por perto. Para a surpresa de todos, ele simplesmente tirou a chave do carro da pochete e disse: ""Pega ali no porta-mala."""
https://www.youtube.com/shorts/oO3gSgfTVTI?feature=share,Corpo errado? #pride #standupcomedy #standup #humor #comedia #ronaldo #fenômenos #caiocastro,"Jul 29, 2024",Sergipe,Stand-up,"Eu tive a sensação de que eu não estava no corpo certo. Eu me via no corpo de Caio Castro. Só que quando eu olhava no espelho, parecia Ronaldo.","Caio Castro é um ator e apresentador brasileiro, considerado um galã. Ronaldo Fenômeno é um grande ex jogador de futebol brasileiro, que apesar de atleta possui um físico bastante comum.","Só que quando eu olhava no espelho, parecia Ronaldo.",1,1,0,1,0,0,0,0,"O humorista cria um contraste de ideias ao afirmar que se sente como o ator Caio Castro, conhecido por interpretar alguns galãs de novela, mas  que ao se olhar no espelho enxerga o Ronaldo, um jogador que apesar de ter jogado futebol não possui um corpo tão definido."
https://www.youtube.com/shorts/5Zvu-4G0uRM?feature=share,MEU SONHO | CARLOS PULICO STAND UP COMEDY | #shorts #comédia,"Dec 1, 2022",Maranhão,Stand-up,"Esse vídeo vai ser postado. Nós estamos no loop. Enquanto o Mateus não patrocinar, nós não para. Tá na mão de vocês! Eu me calo por qualquer duas cesta básica. Realiza meu sonho, quer ir na fila com carrinho que eu só vou em 10 volumes?",O Grupo Mateus é uma das maiores empresas varejistas do Brasil.,"Enquanto o Mateus não patrocinar, nós não para.; Eu me calo por qualquer duas cesta básica. Realiza meu sonho, quer ir na fila com carrinho que eu só vou em 10 volumes?",1,1,0,1,1,0,0,0,O humorista conta de forma irônica que não vai parar o stand-up enquanto não for patrocinado ou alguém ajudar ele com a feira.
https://www.youtube.com/shorts/ltSdjZCiv70?feature=share,LÉO STRONDA CRENTE. #humorbrasil #standupcomedy #comedia #leostronda #gospel #crente  #stronda,"Mar 9, 2023",Pernambuco,Stand-up,"E vocês viram quem foi que se converteu agora? Léo Stronda, pivete! Pra quem não sabe quem é Léo Stronda, é aquele... Que... Hum... É varão! Agora ele é varão de verdade! Que na verdade ele tava procurando uma religião, sabe? Tipo, ah, foi pro islamismo, mas não deu. Por quê? A concorrência tava grande pra ser uma bomba! E o pastor tava pregando em inglês. Tem uma passagem que fala que Jesus é o caminho, a verdade e a... Aleluia! O pastor dizia que Jesus is the way. Jesus is the truth. Ele ficou só com Jesus is the whey. Jesus is the whey? Yes, Jesus is the way. Aí ele, I love whey. Do you love you way? Yes! Então, tu, I love Jesus. Yes, I love Jesus. I love Jesus.",Leo Stronda é um fisiculturista brasileiro. Whey é um suplemento proteico.,"A concorrência tava grande pra ser uma bomba!; Ele ficou só com Jesus is the way.; Ele ficou só com Jesus is the whey. Jesus is the whey? Yes, Jesus is the way. Aí ele, I love whey.",1,1,1,1,1,0,1,0,"O humorista brinca que o fisiculturista Léo Stronda se tornou crente depois de buscar uma religião, mas o islamismo não deu certo para ele, já que lá já tinha muita ""bomba"", e não havia espaço para mais um ""bombado"". Ele ainda faz um trocadilho com ""way"" e ""whey"", dizendo que, ao ouvir a frase ""Jesus is the way"", Léo entendeu como ""Jesus is the whey"" e, empolgado, decidiu abraçar o cristianismo."
https://www.youtube.com/shorts/8zhvXdyEjps?feature=share,ENSINAMENTO DO AVÔ DO RENAN DA RESENHA - TICARACATICAST,"Jun 10, 2023",Paraíba,Podcast,"Meu avô era uma lenda, bicho. Vovô Lorival. Vovô Lorival, sabe aqueles velhos? Aqueles velhos do interior, galego, um palmo de urea, velho, assim. Na chapa com ferro atravessado. Como é o nome do senhor? Lorival, bebo, fumo e jogo. Aí ele dizia assim: chama os menino aqui na sala que eu vou ensinar saliência pros meninos. Saliência, vocês sabem o que é, né? Putaria, putaria. Vou ensinar putaria. Ele dizia: olha, você já tá com 15, daqui um dia vai pra um motel com as menininhas, vou ensinar um negócio. Terminou de trepar, vai embora. Não pegue no sono. Você tem que guardar pra vida toda. Isso, velho, escutando Nelson Gonçalves. Sabedoria. É, sabedoria. Só o ensinamento, velho. Aí eu dizia, só sabia assinar o nome. Aí eu dizia, como é? Por quê? Porque se você pegar no sono, ela come tudo que tem dentro do quarto. Não deixa nada.",,"Terminou de trepar, vai embora. Não pegue no sono.; porque se você pegar no sono, ela come tudo que tem dentro do quarto. Não deixa nada.",1,1,0,0,1,0,0,1,"O humorista diverte ao relembrar um conselho inusitado de seu avô na juventude: nunca pegar no sono depois de uma noite romântica no motel. Segundo ele, se isso acontecer, a moça pode acabar comendo sozinha tudo o que tiver no quarto sem que ninguém perceba."
https://www.youtube.com/shorts/GY6CwWhIVlc?feature=share,JÚNIOR CHICÓ - VIRADA DE ANO #cortes #standup #standupcomedy,"Aug 15, 2024",Pernambuco,Stand-up,"E tem um episódio que há uns anos atrás o Anderson... Eu tomei uma bala sem querer. Sério mesmo. Ele deixou uma bala em cima da mesa e eu tomei sem querer porque eu pensei que fosse Engov. E aí perto da virada do ano o Anderson me chamou e fez: adivinha o que eu trouxe aqui? Dois comprimidos. Eu fiz: isso é Engov. Aí eu... Menino, mas aí o Anderson trouxe... Aí eu trouxe porque eu achei. A gente... Passando o tempo que a gente não passa virada junto, na hora da virada de ano a gente toma isso aqui e fica muito louco. Vai ser massa. Tá bom então. Não mostra pra ninguém. Se qualquer coisa alguém vir perguntar, você fala que é Engov. Quando eu desci e cheguei lá embaixo, tava o Anderson e o Rodrigo March conversando e o Rodrigo March olhando pra mão do Anderson com os comprimidos e falando: Engov? E o Anderson sem reação. É amigo, é Engov. E aí teve uma hora que o Anderson se distraiu explicando olhando pra mim e o Rodrigo pegou o Engov e tomou com cerveja. Foi a última vez que eu vi o Rodrigo March nessa noite. Eu fiquei cuidando do Rodrigo a noite toda porque eu fiquei preocupado, né? Aí eu chegava nele e ele dizia: ô Rodrigo, e aí aquele Engov tá fazendo efeito já? Ele já no chão: tu tá doido, é. Engov faz efeito só no dia seguinte. Eu: ah, é verdade. Aí o Anderson não fez efeito não e daqui a pouco vai fazer. E aí quando a gente voltou pra casa, aí tava um negócio meio estranho porque assim primeiro que o Rodrigo March tava dançando polidance num coqueiro. Mas parecia que não era ele que ele se grava o coqueiro aqui e ia tá, tá, tá.","Engov é um medicamento indicado para dor de cabeça, azia, mal estar e indisposição. ","Se qualquer coisa alguém vir perguntar, você fala que é Engov.;  Foi a última vez que eu vi o Rodrigo March nessa noite.; Eu, ah, é verdade.; o Rodrigo March tava dançando polidance num coqueiro.",1,1,0,0,0,0,0,0,"O humorista descreve uma situação inusitada em que ele toma uma ""bala"" (uma droga) sem querer, achando que era Engov. Ele diz que o mesmo acabou acontecendo com alguns amigos dele, em especial o Rodrigo que tomou e depois tava fazendo polidance num coqueiro."
https://www.youtube.com/shorts/P__ct5qiJxs?feature=share,RAFAEL CUNHA /  CASEM É ÓTIMO,"Jan 15, 2020",Paraíba,Mini vlog,"Aplicativo: Um momento da vida que gostaria de reviver?
Humorista: O tempo que eu era solteiro.
Aplicativo: Algo que detesta?
Humorista: O casamento.
Aplicativo: Quem é seu melhor amigo?
Humorista: Não tenho melhor amigo, eu casei. Não tenho amigo, na verdade.
Aplicativo: Se voltasse no tempo, pra que ano iria?
Humorista: Um ano antes de casar, porque eu não faria essa merda de novo.
Aplicativo: O maior mico que já pagou?
Humorista: Quando eu casei.
Aplicativo: Se ficasse rico, o que compraria primeiro?
Humorista: O meu divórcio.
Aplicativo: O que mais faz nos fins de semana?
Humorista: Brigar com minha mulher, discutir, muído, confusão.
Aplicativo: Qual o seu maior medo?
Humorista: Separar e casar de novo.
Aplicativo: Participaria do BBB?
Humorista: Não, que minha mulher não deixa.
Aplicativo: Um ídolo?
Humorista: Qualquer um que seja solteiro.",,"O tempo que eu era solteiro.; O casamento. ; Não tenho melhor amigo, eu casei. Não tenho amigo, na verdade. ; Um ano antes de casar, porque eu não faria essa merda de novo.; Quando eu casei. ; O meu divórcio. ; Brigar com minha mulher, discutir, muído, confusão.; Separar e casar de novo.; Não, que minha mulher não deixa.; Qualquer um que seja solteiro.",0,1,0,0,1,1,1,1,"O humorista responde a diversas perguntas e, independentemente do assunto, sempre encontra uma maneira de deixar claro o quanto se arrepende de ter se casado."
https://www.youtube.com/shorts/sXEyOg6PDkQ?feature=share,Émerson Ceará,"May 19, 2022",Ceará,Stand-up,"Falou: ó, os índios prepararam uma cuia de ayahuasca pra vocês tomarem. Eu falei: é bom? Ele falou: rapaz, é melhor que nova skin. Tem que tomar só um golinho. Falei: rapaz, bota sua peste aí, macho. Eu peguei a cuia. Dez minutos, a cabeça. Eu pisquei, na minha frente apareceu o Fred Mercury, eu juro pra vocês. Fred Mercury cantando: quem vai querer a minha periquita, a minha periquita.",A ayahuasca é uma bebida de efeitos psicoativos. A música que o humorista diz que o Fred Mercury cantou é um forró nordestino. ,"na minha frente apareceu o Fred Mercury, eu juro pra vocês. Fred Mercury cantando, quem vai querer a minha periquita, a minha periquita.",1,0,1,0,0,0,0,0,O humorista narra uma cena bizarra em que ele toma ayahuasca e passa a enxergar o Fred Mercury cantando uma música brasileira bastante vulgar.
https://www.youtube.com/shorts/MePUKtsSsrQ?feature=share,Ed gama deu a solução para o problema no Brasil 😂,"May 15, 2022",Alagoas,Podcast,"Vamos fazer o seguinte, a gente aqui é tudo brasileiro pra caralho, todos nós somos. Apesar de tudo que tá acontecendo de ruim no nosso país, nós amamos esse país pra caralho. Vamos todo mundo ficar em segredo. O pessoal do Banco Central vai todo mundo pra porta do Banco Central. O Banco Central imprime um milhão de reais pra cada brasileiro. Vai levar um tempo? Vai levar um tempo. Qualquer coisa transfere direto pra conta, a gente vai nem perceber. E aí a gente fica em segredo e não conta nada pros Estados Unidos, pra ninguém. O único problema de imprimir mais dinheiro e aumentar a inflação é porque todo mundo vai saber. Agora, se a gente fizer isso em segredo, se você acordar amanhã com um milhão de reais na sua conta, não fala nada pra ninguém não. É isso aí. Porque aí a gente pode, se o Paulo Guedes estiver assistindo isso e vocês prometerem pra gente, deixa aqui no comentário, eu, fulano de tal, prometo não contar a ninguém. E seu nome, a cidade onde está falando? Os números do seu cartão e os três dígitos de trás, com a data de validade. Isso, isso aí. E aí, por quê? Porque isso vai facilitar com que o país... Paulo Guedes, deposito na sua conta.","Paulo Guedes é um economista brasileiro. Foi ministro da Economia do Brasil no governo Jair Bolsonaro, de 2019 a 2023. ","O Banco Central imprime um milhão de reais pra cada brasileiro.;  Porque aí a gente pode, se o Paulo Guedes estiver assistindo isso e vocês prometerem pra gente, deixa aqui no comentário, eu, fulano de tal, prometo não contar a ninguém.; E seu nome, a cidade onde está falando? Os números do seu cartão e os três digitos de trás, com a data de validade. ",1,1,1,1,1,0,0,0,"O humorista ironiza o fato de que se cada brasileiro ganhar um milhão de reais, mas guardar isso em segredo, isso evitaria a inflação. Também pede, em tom bem-humorado, para comentarem os dados do cartão, que seria um dado sigiloso, permitindo que quem visse esses dados efetuasse compras online. "
https://www.youtube.com/shorts/KJxu1lByMnA?feature=share,Globeleza Gospel - #humorbrasil #standupcomedy #comedia #standupcomedybrasil #shortvideo,"Feb 15, 2023",Pernambuco,Stand-up,"O que é que o crente tem a ver com o carnaval? Tem muita a ver, desde quando a Globeleza se converteu, menino. Ela deixou de ser Globeleza, passou a ser agora Recóbeleza. Deixou de ser Global e passou a ser a Universal. Ela vai passar no intervalo dos programas Samba que eu te escuto. A Valéria Valença. Você já pensou se o Alceu Valença se converte também? Ele vai cantar: tu vens, tu vens, Jesus...","Globeleza é a cobertura do carnaval do Brasil feita pela TV Globo. O nome era também dado à mulher que sambava nas vinhetas da emissora, pelo qual consagrou a carreira da dançarina Valéria Valenssa. Alceu Valença é um famoso cantor, compositor, instrumentista e advogado brasileiro. ","Ela deixou de ser Globeleza, passou a ser agora Recóbeleza. Deixou de ser Global e passou a ser a Universal. Ela vai passar no intervalo dos programas Samba que eu te escuto.; Você já pensou se o Alceu Valença se converte também? Ele vai cantar, tu vens, tu vens, Jesus...",1,0,1,1,1,0,0,0,"O humorista afirma, de forma inusitada, que ser evangélico tem muito a ver com o Carnaval. Ele faz um jogo de palavras ao mencionar a conversão da icônica sambista Globeleza, conectando de forma bem-humorada a transição da TV Globo para a TV Record. Além disso, brinca com a semelhança fonética entre ""Valença"" e ""Valenssa"", imaginando uma cena cômica em que a ex-Globeleza canta uma música de Alceu Valença."
https://www.youtube.com/shorts/x_999rf2n9M?feature=share,TABOSA E A QUINTA SINFONIA DE BEETHOVEN | Nas Garras da Patrulha  #nasgarrasdapatrulha #humor#reels,,Ceará,Programa humorístico,"Homem: É, com licença aí, pessoal, vou passar aqui, vou dar uma apertada aqui... o negócio inventa cada canto pra gente sentar, pô. Ei, minha senhora, uma informaçãozinha.
Senhora: Pois não, senhor.
Homem: Ei, o quê? Ei, psiu... ele é amorão, senhor?
Senhora: Sim.
Homem: Eu não sou menino, não. O que é que eles tão tocando aí, hein, pô?
Senhora: Ah, a Quinta Sinfonia de Beethoven.
Homem: É o quê, homem? O que é que tão tocando aí, o que é?
Senhora: A Quinta Sinfonia de Beethoven.
Homem: Aí é... já perdi quatro.",,já perdi quatro.,1,0,1,1,0,0,0,0,"Ao ser informado de que estão tocando a Quinta Sinfonia de Beethoven, o personagem, sem saber do que se trata, se diverte ao afirmar que, então, já perdeu quatro sinfonias."
https://www.youtube.com/shorts/mPb8iBrZKHc?feature=share,O BRANCO MACONH3IR0 - Jhordan Matheus #comedia #engraçado #shorts,"Dec 10, 2022",Bahia,Stand-up,"Geralmente, esse parceiro que tá com a gente é um cara branco. E o cara branco não tem noção do perigo. Eu tô com esse brother na praça, e tudo que eu menos esperava que ele ia tirar da mochila era o que ele tirou. A gente conversando na praça, de boa, e do nada ele vira e diz: aí, Jor, eu tô com cinco tipos de maconha. Eu falei: a quantidade, se juntar tudo, dá pra gente passar no Datena? Se pegar nós, só pra gente saber… Aí ele responde: não, rapaz, fica na sua. O que eu tenho aqui não prende a gente, não. Ele foi dentro da mochila e, do nada, puxou uma balança de precisão. Eu falei: rapaz… E o melhor foi a desculpa dele, opa, se os homens chegarem aqui, a gente diz que isso aqui é pra pesar whey protein. Falei: meu irmão, você já tentou explicar pro sargento da ROTA que tem dois maconheiros com uma balança de precisão pra usar whey protein? Irmão… só a balança já me dá uns 15 anos!","A ROTA é um batalhão especializado no patrulhamento tático ostensivo, especialmente no combate ao crime organizado e em operações de alto risco. Datena é um jornalista brasileiro que já apresentou telejornais de apelo popular. Whey Protein é um suplemento proteico em pó.","Eu falei, a quantidade, se juntar tudo, dá pra gente passar no Datena?; se os homens chegarem aqui, a gente diz que isso aqui é pra pesar whey protein. Falei, meu irmão, você já tentou explicar pro sargento da ROTA que tem dois maconheiros com uma balança de precisão pra usar whey protein? Irmão… só a balança já me dá uns 15 anos!",0,1,0,1,1,1,1,0,"O humorista narra uma situação inusitada em que seu amigo branco, diferente dele, afirma que tem cinto tipos de maconha e ele pergunta, ironicamente, se tem quantidade suficiente pra chamar atenção no jornal do Datena.  Em seguida, surpreende ao dizer que o amigo, sem aviso, tira uma balança de precisão do bolso, explicando que, caso fossem parados, bastaria dizer que era para pesar whey protein. O humorista então critica a ingenuidade do amigo, perguntando se ele realmente acha que essa explicação convenceria a ROTA. Por fim, conclui que, para ele, só pelo fato de não ser branco e de estar com a balança já seria suficiente para render uns 15 anos de cadeia."
https://www.youtube.com/shorts/XUYXYi447yI?feature=share,JOÃO BUBIZ prefere ter fama de bandido… @JaoBubiz,"Aug 25, 2022",Sergipe,Podcast,"Eu preferia ter fama, sabe, de bandido, porque a pessoa esquece. Fama de briguento, a pessoa não esquece. E tudo que você quer falar, a pessoa já tá brigando. Eu falo: não, só tô falando. Eu preferia ter fama de bandido, porque a pessoa vai lá, matou e pronto, tá ótimo. A sociedade aceita. Eu falo que eu me sinto muito o cara que roubou a galinha. O cara tá preso, foi solto, mas ele roubou só uma galinha. Mas ele foi preso. Aí fica taxado. Mas ele foi preso, entendeu?",,"Eu preferia ter fama de bandido, porque a pessoa vai lá, matou e pronto, tá ótimo. A sociedade aceita. ",0,1,0,0,1,1,0,1,"O humorista exagera ao dizer que é melhor ser bandido do que apenas briguento, pois a sociedade esquece de quem tá preso, mas não de quem vive brigando. "
https://www.youtube.com/shorts/k4puXZL1Mr4?feature=share,Arianna Nutt - Filhos na pandemia #Risorama #ariannanutt #standup #humor,"Mar 15, 2022",Alagoas,Stand-up,"Quem tem filho na pandemia foi horrível, não foi? Pra ter aula online, tu tem filho, mulher? Quantos anos tem teu filho? A minha filha tem seis anos, mulher. Nossa, que coisa difícil aula homeschooling, né? Eu todo dia acordava cedo de manhã, pegava a minha filha, botava na frente do computador. A professora falava, falava, falava e a minha filha ficava bem assim. Cara, ela não tava entendendo nada, eu não sabia o que fazer, ela não entendia nada. Eu não sei se é porque a professora era ruim ou se porque a minha filha é uma schitzu. Eu não sei. Eu não sei.",Shih Tzu é uma raça de cachorros.,Eu não sei se é porque a professora era ruim ou se porque a minha filha é uma schitzu.,1,1,0,1,0,0,0,0,"A humorista cita que sua filha tinha dificuldades em aulas online durante a pandemia, dando a entender que ela era uma pessoa. No final, ela surpreende revelando que sua filha na verdade é uma cadela da raça Shih Tzu."
