video_url,brazilian_state,corrected_transcription,text_origin,specific_contexts,punchlines,funny,humor,nonsense,wit,irony,satire,sarcasm,cynicism,joke_explanation
https://www.youtube.com/shorts/kcWw-CHlJj0?feature=share,Bahia,"Eu tenho uma teoria minha que se eu chegar em casa, depois que o sol nasceu de manhã, eu fracassei. Vocês sentem isso também? Eu fico me sentindo um merda. Às vezes eu volto de uns reggae assim no metrô, tipo seis e meia da manhã, olho pro lado, tá a Dona Maria olhando pra mim assim mesmo, com a cara de ódio. Com a cara de ódio, oh pra esse vagabundo, rapaz. Em plena terça-feira, ele chegando em casa essa hora. E pior ainda, ela em pé e eu sentado, porque eu tô cansado, olha eu. Com dorzinha no joelho, porque tava quebrando o show do Samba Trator. Olha só, minha vida.",Stand-up,,"eu fracassei; tá a Dona Maria olhando pra mim assim mesmo, com a cara de ódio. Com a cara de ódio, oh pra esse vagabundo, rapaz.; E pior ainda, ela em pé e eu sentado, porque eu tô cansado, olha eu. Com dorzinha no joelho, porque tava quebrando o show do Samba Trator.",Sim,Sim,Não,Não,Não,Não,Não,Não,"O humorista conta que sente vergonha ao chegar em casa cedo da manhã depois de ir pra um show de reggae, pois se sente julgado por alguma senhora no metrô. Ainda brinca que essa senhora, apesar da idade, costuma estar em pé, enquanto ele, mais jovem, permanece sentado pois está cansado após o show."
https://www.youtube.com/shorts/aw3sK-m97Ro?feature=share,Paraíba,"Eu gosto de ir ver como era antigamente. Hoje tem demais, o povo tem demais e reclama. Você vê, mudaram o nome das coisas. Antigamente nós comíamos coalhada. Hoje, botaram uma tintinha dentro, um retrato de um morango, um negócio, umas frutas que a gente nunca viu falar. Eu mesmo, quando era menino, eu só comia maçã se tivesse doente. Aí veio dizer, mãe, eu tô com febre, dá pra arranjar uma maçã? Hoje em dia é iogurte. Iogurte com não sei quanto lactobacilo. Eu sei lá que porra é lactobacilo, serve pra que lá essa porra? Vamos inventar muita coisa aí em casa. Três tipos de iogurte, não sei o que, suco de todo jeito, bolinho, bolacha. E os netos da gente, gosto não. E eu fico olhando, eu digo, ai, Jesus. Eu me lembro lá em casa, quando eu chegava na hora do almoço, mãe, eu não gosto não. Mas tá certo, quando der fome você come. Botava dentro do fogão.",Stand-up,,"Hoje, botaram uma tintinha dentro, um retrato de um morango, um negócio, umas frutas que a gente nunca viu falar.; Hoje em dia é iogurte. Iogurte com não sei quanto lactobacilo. Eu sei lá que porra é lactobacilo, serve pra que lá essa porra? Três tipos de iogurte, não sei o que, suco de todo jeito, bolinho, bolacha. ",Não,Sim,Não,Não,Sim,Não,Sim,Sim,"O humorista desdenha dos hábitos contemporâneos de alimentação, comparando com como era antigamente e trazendo exemplos exagerados de como é hoje em dia."
https://www.youtube.com/shorts/QJuG89RK68A?feature=share,Pernambuco,"Abandonado pelo pai. Miserável, foi embora, rapaz. Foi... Hã? Foi comprar cigarro? Meu pai pode ser ausente, mas ele era crente, viu? Ele não fuma, não. Ele abandona filhos. É diferente.",Stand-up,,"Foi comprar cigarro? Meu pai pode ser ausente, mas ele era crente, viu? Ele não fuma, não. Ele abandona filhos. É diferente.",Não,Sim,Não,Sim,Sim,Não,Sim,Não,"O humorista conta que foi abandonado pelo pai e alguém da plateia reproduz o meme do ""foi comprar cigarro?"". Ele responde, de forma sarcástica, que apesar do pai o ter abandonado, ele é crente e jamais fumaria."
https://www.youtube.com/shorts/A5RJeDmSvyM?feature=share,Piauí,"Nossos cachorros, nós vamos comprar pão. Você volta com a sacola de pão, você está destrancando o portão, o cachorro está do lado de dentro pensando assim, se ele vacilar, vou embora dessa porra é agora. Deixa ele abrir dois dedos a mais, ele vê, né? Você abre a porta, o cachorro... Começa a gritaria em casa, porque a família fica puta que o cachorro foi embora. Maria, o cachorro está aí, porra! Lá vem a Maria com as mãos cheias de arroz, eu falei para cuidar do portão, idiota! É igreja isso, cachorro saiu! Já falei para não deixar essa porra solta dentro de casa! Aí começa a gritaria, a família faz um mutirão, tá viu? A vida do nosso cachorro é tentar fugir. Todo mundo volta para casa muito feliz, menos o cachorro.",Stand-up,,,,,,,,,,,
https://www.youtube.com/shorts/GD4ZhmyWyJI?feature=share,Pernambuco,"Existe uma coisa que jamais pode estar na mão de qualquer pessoa que tá bêbado, qualquer. Celular. Tá num show de música, uma festa, um barulho da porra e pega a porra do celular pra fazer uma live. Ninguém tá entendendo nada. É só ele no meio de um show de Calcinha Preta, Parece Mágica! Gritando, entregando a vida naquela live. E tem duas pessoas assistindo a live. Um é Ricardo, que na hora que Ricardo entra, é o único que tava, ele fala, bora Ricardo! Ele não tem mais jeito nem pra sair, ele tem que assistir. Porque já foi detectado. Ricardo fica tendo que ver pelo menos cinco minutos daquela bosta. E a segunda pessoa é o Agiota, falando, tá com dinheiro, né?",Stand-up,,"É só ele no meio de um show de Calcinha Preta, Parece Mágica! Gritando, entregando a vida naquela live. E tem duas pessoas assistindo a live.; Ele não tem mais jeito nem pra sair, ele tem que assistir. Porque já foi detectado. Ricardo fica tendo que ver pelo menos cinco minutos daquela bosta. E a segunda pessoa é o Agiota, falando, tá com dinheiro, né?",Sim,Sim,Não,Sim,Não,Não,Sim,Não,"O humorista afirma que é comum uma pessoa bêbada iniciar uma transmissão ao vivo durante um show. Adiciona também que só quem se mantém nessa live é a primeira pessoa que entra e é citada, e o agiota que percebeu que o bêbado tá gastando dinheiro em festa ao invés de quitar a dívida com ele."
https://www.youtube.com/shorts/j9nQZkhOuPo?feature=share,Piauí,"O menino do pobre quando ele cai, pode prestar atenção, se ele cair a um quilômetro da mãe, é um quilômetro que ela vem xingando o menino. O menino cai, pá, pode prestar atenção, ela vem isso aqui ó, essa desgraça. Tu já caiu, Wanderson? Mas minha nossa, só vai matando. O choro das crianças é diferente, cara. O choro é muito diferente. O menino do rico, quando ele bate a cabeça no chão, que ele chora, é lindo, cara. Não, é gosto, parece que ele tá no The Voice Brasil, cara. O menino do rico cai e faz, pá. Não dá vontade de gravar em MP3 e botar no Spotify? É lindo, cara. É gostoso. Menino do pobre bate com a cabeça no chão, ninguém sabe se é uma criança chorando ou é o Samu chegando pra atender a criança. Do jeito que ele cai, ele pá. Os carros vão abrindo um pro lado, outro pro outro aqui.",Stand-up,,"se ele cair a um quilômetro da mãe, é um quilômetro que ela vem xingando o menino.;  ela vem isso aqui ó, essa desgraça. Tu já caiu, Wanderson? Mas minha nossa, só vai matando; Não, é gosto, parece que ele tá no The Voice Brasil, cara. O menino do rico cai e faz, pá. Não dá vontade de gravar em MP3 e botar no Spotify?; Menino do pobre bate com a cabeça no chão, ninguém sabe se é uma criança chorando ou é o Samu chegando pra atender a criança. Do jeito que ele cai, ele pá. Os carros vão abrindo um pro lado, outro pro outro aqui.",Sim,Sim,Não,Sim,Não,Não,Não,Não,"O humorista compara o choro das crianças pobre com o das crianças ricas, criando um contraste exagerado entre ambos os casos. "
https://www.youtube.com/shorts/4yXk7xe2cEI?feature=share,Ceará,"A piada do dia! Duas amigas estão comentando sobre a vacina. Amiga, me diz uma coisa. Fala, mulher! Tu já decidiu a vacina que tu vai querer tomar? Ah mulher, vou tomar da pfizer. Mas por que a vacina da Pfizer? Amiga, a Pfizer é quem fabrica o viagra, Mas o que que tem a ver uma coisa com a outra, criatura? Mulher, tu acha que um laboratório que consegue ressuscitar um morto, não vai matar um vírus?",Programa humorístico,"Pfizer é uma empresa farmacêutica multinacional com sede em Nova Iorque, Estados Unidos.","Mulher, tu acha que um laboratório que consegue ressuscitar um morto, não vai matar um vírus?",Sim,Não,Não,Sim,Sim,Não,Não,Não,"A personagem brinca dizendo que um laboratório capaz de fazer um produto que ressuscita um membro ""morto"", é capaz de matar um vírus facilmente."
https://www.youtube.com/shorts/Vbez2Uy-KIM?feature=share,Maranhão,"Eu como sou evangélica, eu era daquele grupo, escolhi esperar, um corajoso, e aí eu fui investindo nisso, ô crianças, e meu status civil, sempre alguém perguntava, Bianca e tu? Tu é solteira, casada? Eu dizia, salmo 70. O que é irmão, tu lê a bíblia? Aí, Bianca tá solteira, casada, eu dizia, salmo 70, apressa-te, ó Deus, era o que diz, e aí crianças, mas glória a Deus, eu casei, amém? Amém igreja, e aí eu arranjei, porque eu sempre acreditei nas promessas da bíblia, a bíblia fala muita coisa boa para nós, e lá dizia na bíblia, e tem uma promessa, que ela ia me dar um varão, e me deu, glória a Deus. Eu acredito que tem muita gente aqui que não está lendo a bíblia, você por sinal, acho que não leu irmã, ele não te deu, então...",Stand-up,,,,,,,,,,,
https://www.youtube.com/shorts/neoHlJsIMvQ?feature=share,Pernambuco,"Uma coisa que eu amo no começo de rua, sabe o que é? Mercadinho. Mercadinho de bairro. Neomarte, pão de açúcar, de bairro. Aquele mercadinho, sabe? Que você entra no mercadinho, todo mundo já sabe quem você é. Você entra, o rapaz tá no balcão, fala Bora meu patrão, mesmo de sempre! Ele já tá botando pão aqui ó, na sacola, cortando presunto, cortando queijo, tudo isso com cigarro no dedo medinho. Vai no lapucaxa que eu chego lá já já. Mercado Raiz. Na parede as placas de fiado. Fiado só amanhã. Fiado só para maiores de 90 anos acompanhados dos avós. Promoção. Peça fiado e ganha um não. Eu acho maravilhoso essa história. Esse é o mercado. Mercado que criança vai comprar cerveja e é normal, sabe? Mercado de bairro.",Stand-up,,"Ele já tá botando pão aqui ó, na sacola, cortando presunto, cortando queijo, tudo isso com cigarro no dedo medinho.; Fiado só amanhã. Fiado só para maiores de 90 anos acompanhados dos avós. Promoção. Peça fiado e ganha um não.; Mercado que criança vai comprar cerveja e é normal, sabe?",Sim,Não,Não,Sim,Sim,Não,Não,Não,"O humorista afirma gostar dos mercadinhos tradicionais de bairro, onde os vendedores já conhecem as preferências dos clientes. Ainda lembra dos anúncios irônicos sobre comprar e pagar depois, que esses mercadinhos não permitem."
https://www.youtube.com/shorts/Y0RJGwmcBmg?feature=share,Pernambuco,"Criança de família não soltava bomba cordão. Meu pai nunca deixou eu soltar. Bomba cordão os menino faziam um planejamento. Os meninos soltavam no banheiro da escola. E era tudo planejado. Eles botavam um olheiro na frente do banheiro pra vigiar, ele entrava no banheiro, soltava a bomba, fechava a porta, saía no meio.",Stand-up,,"Os meninos soltavam no banheiro da escola. E era tudo planejado. Eles botavam um olheiro na frente do banheiro pra vigiar, ele entrava no banheiro, soltava a bomba, fechava a porta, saía no meio.",Sim,Não,Não,Sim,Não,Não,Não,Não,O humorista conta sobre a sagacidade das crianças em jogarem bomba cordão no banheiro da escola.
https://www.youtube.com/shorts/QbvvmanVy1Y?feature=share,Pernambuco,"Que show da Xuxa é esse? Meu amigo, vocês viram esse vídeo? Todo mundo viu? Pra quem não viu, eu trouxe até ele aqui. Que horas você chegou aqui? Eu cheguei aqui 3 horas da madrugada. Isso não pode acontecer. Deixaram o moço entrar e as crianças ficaram. Que show da Xuxa é esse? Que show da Xuxa é esse? Essa criança não é fã da Xuxa. Ela é uma líder do MST, essa criança. Olha, se ela não for uma líder do MST, ela é pastora da Universal. Essa criança, essa criança chega na escola, a professora fala, dever de casa, você fez, ela fala, dever todo mundo tem, precisamos falar de direitos. Vivemos numa sociedade cada vez mais vitimista, mas a mudança está dentro da gente, porque foguete não tem ré. Essa mina cresce, vira coach e candidata a prefeita de São Paulo. É assim. Certeza que ela já levou uma cadeirada, essa mina, certeza.",Stand-up,,"Ela é uma líder do MST, essa criança. Olha, se ela não for uma líder do MST, ela é pastora da Universal. Essa criança, essa criança chega na escola, a professora fala, dever de casa, você fez, ela fala, dever todo mundo tem, precisamos falar de direitos. Vivemos numa sociedade cada vez mais vitimista, mas a mudança está dentro da gente, porque foguete não tem ré. Essa mina cresce, vira coach e candidata a prefeita de São Paulo.; Certeza que ela já levou uma cadeirada, essa mina, certeza.",Sim,Sim,Sim,Sim,Sim,Não,Não,Não,"O humorista resgata o famoso meme do ""Que xou da Xuxa é esse"", e brinca que a menina do vídeo era bastante incisiva, até mais que um adulto, e fornece exemplos exagerados. No final ainda faz referência à cadeirada que o canditato Datena deu no Pablo Marçal nas eleições para prefeito de São Paulo em 2024."
https://www.youtube.com/shorts/Xx3e3_qILb4?feature=share,Pernambuco,"Verifiquei assim, comparando que se eu fosse marcar, eu só marcaria 1. E são 108 pecados. Eu marcaria 1. Que era mentira. Eu não vou ficar falando, né, das coisas que eu fiz. O que você fez no passado não importa mais, né? Que agora é daqui pra frente. Agora eu vou dizer que dependendo do que você fez no passado, você ganha uma moral na igreja, sabia? Eu já fui a vários eventos de gospel, porque as principais atrações eram o ex-traficante, a ex-globeleza, o ex-bruxo da Xuxa, o ex-vendedor da Hinode. E tem tanta moral ser ex, que o principal programa da Record fala que eu te ex... Cuto. Olha aí.",Stand-up,,"Que era mentira. Eu não vou ficar falando, né, das coisas que eu fiz. O que você fez no passado não importa mais, né? Que agora é daqui pra frente.; Eu já fui a vários eventos de gospel, porque as principais atrações eram o ex-traficante, a ex-globeleza, o ex-bruxo da Xuxa, o ex-vendedor da Hinode. E tem tanta moral ser ex, que o principal programa da Record fala que eu te ex... Cuto. ",Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,"O humorista brinca que no momento de confessar os pecados na igreja, basta marcar o pecado da mentira, pois os outros pecados podem ser omitidos. Para provar seu argumento, ele cita exemplos de figuras que já foram polêmicas e ainda assim fazem parte dos eventos gospels."
https://www.youtube.com/shorts/nlxJrsWboT4?feature=share,Pernambuco,"Sabe uma profissão que tem que valorizar pra caralho? O rapaz que corta a luz da companhia elétrica. Aqui em São Paulo, a Enel, né? A Enel, que é o cara que corta a luz. Não é o cara que tá no telemarketing, não. É o cara que vai lá. O cara chega 8 horas da manhã, cansado. O chefe fala, tá aqui, ó. Recebe de corte. Aí tem sempre um que é mais sortudo. Que recebe o serviço de corte e fala, hum, rua Álvares de Azevedo, próximo ao centro. Top, vou. E o azarado? Que chega uma vez depois dele e recebe e fala, beco da facada. No morro dos desesperados. O cara chega tímido, dentro do caminhão da Enel. Desce a escada, todo mundo olhando pra ele já na frente das casas. Se cortar a de Jefferson, eu atiro. Aparece dois com facão. Três com um pedaço de pedra.",Stand-up,,"E o azarado? Que chega uma vez depois dele e recebe e fala, beco da facada. No morro dos desesperados.; Desce a escada, todo mundo olhando pra ele já na frente das casas. Se cortar a de Jefferson, eu atiro. Aparece dois com facão. Três com um pedaço de pedra.",Sim,Sim,Não,Não,Não,Não,Não,Não,O humorista cria um efeito cômico a partir da péssima situação em que se encontra o encarregado de cortar a energia elétrica de alguém que mora num bairro perigoso.
https://www.youtube.com/shorts/mXtmUqSpgUQ?feature=share,Paraíba,"A gente tava no São João de Campina Grande, aí tem uma festa lá que iria ter Gustavo Lima, sabe? Aí todo mundo tem um amigo que zé droguinha, não tem? Tem. Esse amigo meu, uma vez, tava no forró com um copo desse de bebida na mão, eu disse, meu irmão, tu tem cuidado, que tem um povo botando droga na bebida. Ele disse, sabe onde? Sabe? De graça. Aí ele pegou, aí disse que tinha tomado uma bala, né? Tomou uma bala, e ele disse, rapaz, essa bala presta não, tá pegando não. E o desmantelamento no centro, Gustavo Lima no palco, aí quando lá pela estante, o Gustavo vai e chama nóis. Aí pegou o Zé Fabiano e fez, Zé, faça aí a reflexão. Quando o Zé começou, meu amigo fez, agora pegou. E o bom que ele disse, rapaz, chega a subir a nuvem. Tô entendendo é nada agora. Aí chega.",Stand-up,,"Aí todo mundo tem um amigo que zé droguinha, não tem?",,,,,,,,,
https://www.youtube.com/shorts/yDWSEIv3oYw?feature=share,Maranhão,"No interior, na casa do povo do interior, tem uma jarra com quatro copos. Aquela jarra ninguém da casa usa, é pras visitas quando chegar. Pra visita achar que a gente não tá passando necessidade. Eu falo, mamãe, mas nós tamo, mamãe. Ela falou, deixa lá, não mexe. Aí um dia eu jogando bola dentro de casa, tá. Mamãe, para com essa bola. Se quebrar uma coisa, eu quebro o resto na tua cara. Tá, tá, do nada, pum, na jarra. E a jarra saiu derrubando os copos tudinho. Quebrou tudinho. Mamãe fez assim, ó. Sabe quando a tua raiva ultrapassa teu corpo? Que tu não consegue dar um pio de ódio. Tu fica assim, ó. Tu começa a achar graça. Foge, antes de eu te ver. Eu me meti pra casa de vovó. Cheguei lá, isso foi de manhã.",Stand-up,,"Eu falo, mamãe, mas nós tamo, mamãe.; Sabe quando a tua raiva ultrapassa teu corpo? Que tu não consegue dar um pio de ódio. Tu fica assim, ó. Tu começa a achar graça. Foge, antes de eu te ver. Eu me meti pra casa de vovó.",Sim,Sim,Não,Sim,Sim,Não,Não,Não,"O humorista narra uma cena inusitada em que ele quebra a jarra e os copos da mãe, que ela usava pra chamar a atenção das visitas. Sua mãe fica com tanta raiva que, inicialmente, não fala uma palavra, e depois manda ele correr pra casa da avó."
https://www.youtube.com/shorts/iaF97vVRt8E?feature=share,Paraíba,"Opa primo, tudo bom? Só um salgadinho mesmo, um saguadinho mesmo. Ô meu patrão, agora é pra já. Ó, vai ser no cartão, dinheiro ou pix? Vai ser no dinheiro. Aô rapaz, que pena, a gente não aceita dinheiro não, é só cartão ou pix. E pra que que perguntou? É pra sair do débito da casa mesmo. Passa aqui então no débito. Pronto, vai ser débito ou crédito? Débito. Esse salgadinho aqui tá na promoção, se levar dois, o segundo sai de graça. Deixa eu ver, eu quero só o segundo salgadinho que é de graça então. Não, só pode levar um, aí se você levar o dois, aí vai sair de graça um. Débito ou crédito? Vai ser no débito É... débito ou crédito? Eu já disse cara, débito. CPF na nota? Não, sem CPF na nota. É débito ou crédito? Ô meu pai, faça o seguinte, deixa pra lá, deixa pra lá, não quero mais nenhum.",Vídeo roteirizado,,"E pra que que perguntou?; Esse salgadinho aqui tá na promoção, se levar dois, o segundo sai de graça.;  Ô meu pai, faça o seguinte, deixa pra lá, deixa pra lá, não quero mais nenhum.",Não,Não,Não,Sim,Não,Não,Sim,Não,"O humorista fala sobre uma situação irritante que passou enquanto tentava comprar um salgado e o vendedor ficava com brincadeiras e perguntando, insistentemente, se ele iria pagar em crédito ou débito, até que fica com raiva e desiste."
https://www.youtube.com/shorts/MmfPxuwWxQQ?feature=share,Paraíba,"O matuto gosta de soltar bomba, peito de véia, traque. Agora, foguetão, os bichos têm medo. E tá lá. População do sítio, o matuto com a brasa na mão, é só... Pra botar no foguetão. Quando ia botando, disse tem coragem não. Toma tu. Ia rodando. Bebo é bicho destemido. Dê essa porra pra cá. Um chapezinho desse meio, ele agarrou aqui na taboca, a boca cheia de cachaça, quando ele assoprou a brasa, pegou logo fogo na mão. Pá, pá, sacudindo a areia. Eles me dêem que agora vai. Aí, no fundo da taboca. Taboca fez ssshhhhh. Ele agarrou no pau e disse, onde é que você vai? A festa é aqui embaixo. Não ficou ninguém. Era o povo mergulhando dentro dos capim. Pipoco que só a molesta... Rá, rá, rá, rá, rá.",Stand-up,,"Bebo é bicho destemido.; Ele agarrou no pau e disse, onde é que você vai? A festa é aqui embaixo. Não ficou ninguém. Era o povo mergulhando dentro dos capim. Pipoco que só a molesta... Rá, rá, rá, rá, rá.",Sim,Sim,Não,Sim,Não,Não,Não,Não,"O humorista descreve uma situação em que um bêbado criou coragem para soltar fogos de artifício e, ao invés de soltar para cima, soltou em direção ao chão e todos saíram correndo com medo das explosões."
https://www.youtube.com/shorts/DeUHoBLdDY0?feature=share,Pernambuco,"Uma vez eu mandei meu amigo falar com a menina pra mim, que eu sempre fui muito tímido. E aí meu amigo foi no colégio, aí ele foi falar com a menina e eu olhando. Cinco minutos e eles conversando. Dez minutos e eles rindo. Quinze minutos e eles lá rindo. Vinte minutos, um beijão. Fui embora. Sabe aquela frase, o não você já tem? Dessa menina, nem isso eu tive direito.",Stand-up,,"Vinte minutos, um beijão. Fui embora. Sabe aquela frase, o não você já tem? Dessa menina, nem isso eu tive direito.",Sim,Sim,Não,Não,Não,Não,Não,Não,"O humorista conta uma história trágica em que seu amigo se propõe a ajudá-lo a ficar com uma garota, mas, ao invés disso, beija ela."
https://www.youtube.com/shorts/OhkItk0XEs0?feature=share,Pernambuco,"Eu gosto de uns cabelos grandes, porra, é do caralho você falar esse, não é de moda da época, né? Jogador de futebol antigo, você olha as imagens, é do caralho, né? É uns cabelão da porra, umas camisas GG, ensacada. Ensacada num shortinho que eram uns calçãozinho aqui, ó. E era do caralho, rasgado aqui ainda, como se não tivesse mostrando coxa. E só jogador de futebol que pode usar esse short. Só jogador, porque os caras tem umas coxas do caralho. Aí usa um shortinho, a coxa toda mostra, a gente que tem as pernas finas vai mostrar o quê? Com um short desse. Vai botar o short e vai mostrar o quê? Uma coxa ausente e um cozinho de gaveta, no máximo.",Stand-up,,"Ensacada num shortinho que eram uns calçãozinho aqui, ó.; a gente que tem as pernas finas vai mostrar o quê? Com um short desse. Vai botar o short e vai mostrar o quê? Uma coxa ausente e um cozinho de gaveta, no máximo.",Sim,Sim,Não,Sim,Não,Não,Sim,Não,"O humorista compara a forma como jogadores de futebol antigos se vestia e comenta, de forma sarcástica, que se nós se vestíssimos atualmente da mesma forma, ficaríamos ridículos."
https://www.youtube.com/shorts/jBTpbmJfv0U?feature=share,Pernambuco,"Porque chapado a gente não consegue ter atitude pra nada, ninguém tem uma providência pra salvar. Se o Titanic quando afundou, o Jack e a Rose estivessem chapados, tinha morrido os dois. Ninguém ia ter uma providência de subir em cima daquela porta, de jeito nenhum. Eu acho que eles iam... tem uma hora que o Jack ia falar pra Rose, Rose, apita o apito pra chamar ajuda, a Rose ia ficar. Apita o apito aaahhhhh... Ia morrer os dois congelados.",Stand-up,,"Ninguém ia ter uma providência de subir em cima daquela porta, de jeito nenhum.; tem uma hora que o Jack ia falar pra Rose, Rose, apita o apito pra chamar ajuda, a Rose ia ficar. Apita o apito aaahhhhh... Ia morrer os dois congelados.",Sim,Sim,Sim,Não,Não,Não,Sim,Não,"O humorista cria uma situação fictícia em que os protagonistas do filme Titanic morrem por estarem chapados, denunciando que pessoas nesse estado mental não tomam nenhuma atitude."
https://www.youtube.com/shorts/7S_Fn_leSIY?feature=share,Paraíba,"Mas vocês acreditam que ainda tem mulher que dá em cima de mim, gordinho, pensando que não gosta? Ah, ué... Agora teve uma cantada esses dias que foi perda demais, pô! Como foi? A gata passou por mim e fez... E eu não tenho coragem de ligar esse fusquinha? Ô, só um chuchu, um chuchu! Tu era pra ter dito, mas não tá pagando não, faça a chupeta, né? Uhul!",Stand-up,O Fusca é um modelo de carro que possui um design arredondado e compacto.,E eu não tenho coragem de ligar esse fusquinha?,Sim,Sim,Sim,Não,Não,Não,Não,Não,"O humorista conta que, por ser gordo, foi comparado a um fusca."
https://www.youtube.com/shorts/SEoSdwmz6mA?feature=share,Sergipe,"Essa geração de lésbicas é tudo paia. Ai AnaVitória, ain é lésbica, nhen, nhen, nhen. Aí fala clitoris. Ah, clitoris, é vegano!?",Stand-up,João Bubiz se identificava como mulher lésbica antes de passar pela transição.,"Ah, clitoris, é vegano!?",Não,Não,Sim,Não,Sim,Não,Sim,Não,O humorista desdenha de outras mulheres lésbicas atuais ao afirmar que mal conhecem o órgão genital feminino.
https://www.youtube.com/shorts/sLKtMUAxaIk?feature=share,Bahia,"Meu tio de cá, de que o que? O cara de lá, meu irmão, a briga foi aqui, você tá entrando em que? Eu, rapaz, eu quero saber o que aconteceu. O cara falou, rapaz, não vou falar porra nenhuma, não lhe interessa. Meu tio, na cara do cara, respeita a polícia. Eu de lá, meu tio é pintor, não é polícia não. Ele nunca foi polícia. Eu juro pra você, pegou o cara, mão na cabeça, o cara mão na cabeça, por quê? Rapaz, respeita a polícia, porra. Cara, cadê sua arma? Você tá preso, é desacato. E eu de lá, pensando, falei, a gente tá indo pintar uma casa, não tem nada a ver. Vai prender ninguém.",Stand-up,,,,,,,,,,,
https://www.youtube.com/shorts/pgMnXGlGB4o?feature=share,Maranhão,"Sabe qual é a maior mentira da paternidade da criança? É dizer, ah, agora tu vai saber o que custa as fraldas. Fralda é baratinho, meu irmão. Pior dia da minha vida, sabe qual foi? Foi no dia que eu vi a minha filha pegar a minha coxa de galinha da panela. Falei, aquela coxa era a minha.",Stand-up,,"Foi no dia que eu vi a minha filha pegar a minha coxa de galinha da panela. Falei, aquela coxa era a minha.",,,,,,,,,
https://www.youtube.com/shorts/1iYLvPAo70g?feature=share,Bahia,"Pessoa que faz maldade, entendeu? Você fala assim, Rita, você fala, dona Rita, dona Rita é aquela velha que dá mingau, me digo. O começo da música ali é o começo da forte, que o Thierry mete aqui, ó. Sua ausência tá fazendo mais estrago que a sua traição. Ele aí mete um negócio que é pra confortar o coração do maloqueiro, que ele faz assim, ó. Lê, lê, lê, lê. Aí eu vou logo pro refrão, que o refrão ele faz assim. Ô Rita, volta desgraçada. Volta Rita, que eu perdoo a facada. Irmão, a que ponto você tem que estar apaixonado pra você perdoar uma pessoa que lhe deu uma facada? Me diga. Falei, irmão, na moral meu, não é que eu não vou me meter na sua vida, não vou ser de maior já. Eu não vou me meter na sua vida, mas... Você vai perdoar uma facada mesmo, é negão? O cara apaixonado vai olhar na minha cara e vai dizer assim, Jordan, a facada nem pegou. Não, não, não, não, não.",Stand-up,,,,,,,,,,,
https://www.youtube.com/shorts/3nozuqYpVnA?feature=share,Pernambuco,"Um fato histórico, deixa eu pensar. Um fato histórico relevante. A entrevista de Leonardo no programa Xuxa Park. Isso aí eu vi ao vivo. Eu vi ao vivo. O Leonardo, a putarinha do caralho, o Leonardo no ouvido, diz Xuxa, dizendo assim, ó. Vou dar uma chupada em você. Vou dar uma chupada em você. Vai ficar bom, né?",Stand-up,,,,,,,,,,,
https://www.youtube.com/shorts/SBezg8yacPo?feature=share,Bahia,"É, uma amiga nossa estava conversando com a gente, ela mostrou pra gente uma postagem que dizia assim, que o único animal que não se esforça pra ficar mais bonito pra atrair a sua fêmea é o homem. Ele é o único animal que não faz uma dança pra chamar a atenção da sua fêmea. Aí ela usou o exemplo do pavão. Você já viu o pavão, como é que ele faz pra chamar a atenção da fêmea? Ele joga aquele rabo pra cima, fica aquela coisa linda, colorida. Meu brother, com a sensibilidade de uma lixa de parede, foi lá e respondeu pra ela o seguinte, vem cá, você quer que eu pinte o meu cu de amarelo pra chamar a sua atenção? Quer que eu faça o quê? Que eu meta um variamento deste rosado? Um coral com um neon?",Stand-up,,,,,,,,,,,
https://www.youtube.com/shorts/ir8VIIRZ7Lg?feature=share,Piauí,"É o momento certo, na hora certa, o seu melhor amigo, você não precisa nem falar com ele pra vocês rirem. Vocês olham um pra cara do outro, o outro já tá assim ó. Aí tu vira porque tu não pode rir, não pode, tu fala para porra, aí fica assim, para caralho. Para porra, o cara tá morto aqui véi, para véi. Não faz isso não véi.",Stand-up,,,,,,,,,,,
https://www.youtube.com/shorts/TbpDSeZurdc?feature=share,Piauí,"Que a minha mãe conversa com a televisão. O William Bono diz, boa noite, ela, boa noite. O William Bono diz assim, assista agora a novela, assista se eu quiser. Eu vou é trancar e vou lá pra Casa Mariazinha conversar, ora. Ela conversa com a televisão. Uma vez foi o que era a morte do Papa, era assim um jornal nacional mais comprido, minha sobrinha estava sentada assim na cadeira com as pernas abertas e o jornal não acabava. A mamãe disse, fecha tuas pernas, senão ele não dá boa noite hoje. E a gente, vocês não vão acreditar, quando minha sobrinha se fechou, ele disse, boa noite. A mamãe disse, você não disse? Isso não vale nada.",Stand-up,,,,,,,,,,,
