video_url,brazilian_state,corrected_transcription,text_origin,specific_contexts,Os contextos específicos fornecidos fazem sentido? Alguma outra explicação poderia ser incluída?,punchlines,Os trechos selecionados realmente contribuem para a comicidade do texto? Há algum outro trecho que caiba ser destacado?,joke_explanation,A explicação está clara e bem fundamentada? Está coerente com os elementos do texto? De fato é isso que torna o texto engraçado? Que outra ideia poderia ser explicada?,fun,humor,nonsense,wit,irony,satire,sarcasm,cynicism,Os estilos cômicos atribuídos fazem sentido? Algum outro estilo deveria ser incluído?,Algum estilo cômico deveria ser removido?,annotator_ID
https://www.youtube.com/shorts/Mvj5bBsDlUI?feature=share,Pernambuco,"Eu sou do Recife, né, pô? Sou recifense. Eu queria ter passado o carnaval lá pra minha família, mas eu não pude ir por causa de uma encomenda que eu recebi, que foi meu filho, que chegou no ano passado. Eu fiquei por aqui, fiquei por aqui com ele. E quando a gente é pai, tudo muda, né? As prioridades vão mudando, né? A gente quer ficar com ele, quer aproveitar o tempo, né?",Stand-up,,,"que foi meu filho, que chegou no ano passado. ",,"O humorista diverte ao explicar que não foi ao carnaval de Recife com a família porque teve que atender a uma ""encomenda importante"", que, na verdade, era apenas seu filho.",,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,,,2
https://www.youtube.com/shorts/raTTaR54VSw?feature=share,Pernambuco,"Quantos anos você tem? 40. Qual foi a bebida? Começou com cerveja. Procedência duvidosa ou cerveja de verdade? Tequila. Eita, misturou. E quatro meninas tomando tequila. Onde é que tu tava, Fernando? Tava num rodeio no Rio de Janeiro. Daí eu tava com uns amigos e tinha quatro meninas tomando tequila. Ela tava tomando mais que a gente. A gente começou a tomar tequila também. Eu gosto da Valentina. Ela virava uma rodada, a gente virava outra. Aí descobriu todo mundo que as meninas estavam tomando água. Daí, daí.",Stand-up,,,Aí descobriu todo mundo que as meninas estavam tomando água. ,,"O humorista conversa com alguém da plateia sobre qual cerveja ele havia bebido em um evento. O rapaz responde que, na verdade, estava tomando tequila com algumas meninas. No final do texto se apresenta a hipótese de que, talvez, as meninas estivessem apenas bebendo água, enquanto os homens tomavam tequila, esperando que eles ficassem bêbados para se aproveitarem da situação.",,Sim,Não,Não,Sim,Sim,Não,Não,Não,,,2
https://www.youtube.com/shorts/LJVJg9pmy4E?feature=share,Bahia,"Eu peço desculpa por começar assim, mas tipo, tu não tem pai mesmo? É o quê? Tu não tem pai mesmo. Meu pai sumiu. E quando tu começou a fazer comédia, o teu pai... Quando tu começou a fazer comédia, que tu ficou famoso, teu pai reapareceu? Meu pai reapareceu, semana passada ele ganhou duas cestas básicas porque um cara era meu fã. Cara, é sério? Foi. Aí eu liguei pra ele e falei, se esse cara fosse meu fã mesmo, ele deixava você com fome. Isso é verdade, isso aconteceu de verdade. Caralho! Isso aconteceu de verdade. Se esse cara fosse meu fã mesmo... É, ele deixava você com fome. Mas teu pai dava a sua ação, né? Meu pai é estereonatário profissional. É mesmo? É, estereonatário, roubou a receita de um produto de limpeza de um italiano. Meu pai tem várias histórias assim, meu pai traficava pneu. Sabe? De dentro de uma Kombi. Traficava pneu, é bom...",Podcast,,,"Aí eu liguei pra ele e falei, se esse cara fosse meu fã mesmo, ele deixava você com fome.;  É, estereonatário, roubou a receita de um produto de limpeza de um italiano. Meu pai tem várias histórias assim, meu pai traficava pneu. Sabe? De dentro de uma Kombi. ",,"O humorista cita uma situação inusitada em que um de seus fãs presenteou seu pai que o abandonou na juventude. Ele demonstra indignação ao afirmar que se aquele fosse um fã de verdade, teria deixado o pai com fome. Ainda adiciona o fato bizarro de seu pai ser estelionatário e traficando de pneus. ",,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,,Não consegui perceber a ironia no texto.,2
https://www.youtube.com/shorts/08ASkA2PZlo?feature=share,Pernambuco,"Vocês estão assistindo Big Brother? Não, ninguém, né? Vieram os patrocínios muito nada a ver no Big Brother. A exemplo, a Estácio. Deu dois cursos de graduação numa prova lá. Eu não ia querer, não. Dois cursos na Estácio. Aí teve a PagMenos patrocinando. Deu 10 mil reais em compra na PagMenos. Imagina, você se inscreve no programa querendo um milhão e meio de reais. Vai ter um milhão de aspirina pra você. Rapaz, aí tem o Downy também, que é um amaciante. Que tá patrocinando a edição. Aí ela dá um ano de produtos Downy. Sabe o que eu descobri? Lê na letrinha miudinha. Que é um amaciante por mês. Imagina você chegar em casa. Moleque, foi que tu ganhou no Big Brother? Um amaciante, moleque. Meu Deus, um amaciante. Não sabe nem lavar roupa. Tu acha que Bruna Griphao sabe lavar roupa? Não.",Stand-up,"Bruna Griphao é uma atriz, cantora, compositora, modelo, empresária e influenciadora digital brasileira. Ela participou do reality Big Brother Brasil 23.",Poderia explicar sobre as marcas e nomes de empresas.,"Eu não ia querer, não. Dois cursos na Estácio.;  Vai ter um milhão de aspirina pra você.;  Lê na letrinha miudinha. Que é um amaciante por mês. Imagina você chegar em casa. Moleque, foi que tu ganhou no Big Brother? Um amaciante, moleque. Meu Deus, um amaciante. Não sabe nem lavar roupa. Tu acha que Bruna Griphao sabe lavar roupa?",,"O humorista desdenha dos patrocinadores do Big Brother Brasil, dizendo que jamais escolheria estudar na Estácio, questionando a qualidade do ensino, e que nunca preferiria ganhar um milhão em aspirinas ao invés de reais. Ele também desdenha do prêmio de um ano de amaciantes Downy, revelando que, na verdade, são apenas 12 frascos, um por mês. Em seguida, faz uma pergunta irônica, se a ex-BBB Bruna Griphao sabe até mesmo lavar roupa para precisar de tanto amaciante.",,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,,,2
https://www.youtube.com/shorts/5K6MA0N-tdI?feature=share,Ceará,"O que você gostaria em que eu lhe ajudasse? Seu padre, primeiramente, a bênção. Deus te abençoe, cabeça cheia de pioi. Seu padre, me tira uma dúvida. Sim, meu filho. É pecado ganhar dinheiro com a desgraça dos outros, é? Mas é claro, meu filho. Ah é? Pois devolva o dinheiro do meu casamento.",Programa humorístico,,,"Deus te abençoe, cabeça cheia de pioi.; Pois devolva o dinheiro do meu casamento.",,O personagem brinca de forma cínica que o padre cometeu um pecado ao cobrar dinheiro para realizar seu casamento.,,Sim,Sim,Não,Sim,Não,Não,Não,Sim,,,2
https://www.youtube.com/shorts/rban3vlx1IY?feature=share,Bahia,"Entendeu? E aí, doideira, que aí eu chutei a bola no professor, o professor virou pra mim retado. O professor virou puto, virou pra mim, veio andando na minha direção. E eu já esperando, eu falei, tá porra, vai dar merda. É ver ele, ele me acolou um pouquinho assim, eu segurei. Quando eu segurei, ele começou a falar, você é um demônio! Um cão! Eu falei, errado ele não tá não. Também não vai julgar o professor por causa disso não. E ele xingando pra caralho, falando isso mais de mim. Você, rapaz, você, eu não sei mais o que fazer com você. Você, meu irmão, eu não sei mais, você é um demônio mesmo. Falou pra caralho, ele falou há um tempo. Quando ele acabou, eu só fico assim, ó. Precisava me cuspir tudo, professor? Eu precisava, meu irmão. E aí, meu irmão, o professor já pegou daquele jeitão, vai pra diretoria, tá suspenso. Nessa que tô suspenso, eu tenho o sistema nervoso atacado. Alguém tem aqui o sistema nervoso atacado?",Stand-up,,,"Eu falei, errado ele não tá não.; Precisava me cuspir tudo, professor?",,"O texto apresenta uma situação em que o aluno chuta a bola no professor e é repreendido por isso, mas concorda com o julgamento. E depois de ser tão julgado, e ouvir coisas horríveis, a única coisa que o aluno se importa é que foi cuspido enquanto o professor falava.",,Não,Sim,Não,Sim,Não,Não,Não,Sim,Poderia adicionar absurdo. Já que a forma que o professor falou com o aluno é muito agressiva.,,2
https://www.youtube.com/shorts/t5oXeEtS26o?feature=share,Pernambuco,"Você fica maluco, fica imaginando a reunião, a reunião, pra Silvio Santos dizer à equipe como é que ia ser a propaganda. Imagina ele, olha, eu quero que apareça, eu quero que apareça muito rápido. Vai aparecer e vai sair. E o pessoal, mas como assim, Silvio? Ele é isso mesmo, aparece e sai, muito rápido, aparece e sai. Eu botei o nome da campanha de Só a Cabecinha. Tira! Quando todo mundo se acostumar, aí eu boto toda.",Stand-up,"Silvio Santos foi um apresentador de televisão, empresário, produtor, radialista e cantor brasileiro.",,"Eu botei o nome da campanha de Só a Cabecinha. Tira! Quando todo mundo se acostumar, aí eu boto toda.",,"O humorista imagina uma reunião liderada por Silvio Santos para criar campanhas publicitárias de suas marcas, fazendo referência à Jequiti, famosa por surgir em rápidos frames no SBT. No desfecho, ele propõe um nome para a campanha, relacionando a progressão de uma relação íntima à estratégia de marketing usada por Silvio para acostumar os telespectadores aos poucos.",,Sim,Não,Sim,Sim,Não,Não,Não,Não,,,2
https://www.youtube.com/shorts/v8Zg13j7cNQ?feature=share,Piauí,"Chegar o demônio na tua casa e falar, essa casa é minha, eu digo, é sua meu patrão, tô indo embora agora. Vou pra caralho. Ô besteira, agora pronto. Não precisa discutir, é essa raiva que eu tenho de filme de terror. As pessoas do filme nunca fazem aquilo que a gente faria. Nesse mesmo filme, o menino que viu a mulher, desceu do quarto dele de madrugada, desceu todas as escadas, foi até a cozinha, não acendeu nenhuma lâmpada da casa. A partir daí, eu já comecei a torcer pelo demônio já. Pode matar, você é abestalhado. Você idiota, como é que não acende as luzes? Porque a gente, quando vai na cozinha, a gente vai acendendo todas. Assim, você vai aqui, você faz assim. Por que que a gente faz isso? Por que que a gente faz isso? Eu vou lhe dizer agora. A gente faz isso porque a gente sabe que não tem demônio na cozinha. A gente sabe que não tem espírito no banheiro. Mas a gente também não quer arriscar. Entendeu? É isso. A gente tá mijando aqui de boa, assim, ó. Só o filézinho mijando. A gente tá mijando aqui de boa, assim, ó.",Stand-up,,,"eu digo, é sua meu patrão, tô indo embora agora.; é essa raiva que eu tenho de filme de terror. As pessoas do filme nunca fazem aquilo que a gente faria.; A partir daí, eu já comecei a torcer pelo demônio já. Pode matar, você é abestalhado.;  Mas a gente também não quer arriscar.",,"O humorista faz uma crítica cômica aos personagens de filmes de terror, que insistem em permanecer no local mesmo quando tudo começa a dar errado. Ele garante que, no lugar deles, nem pensaria duas vezes antes de ir embora, especialmente se um demônio aparecesse e dissesse: ""essa casa é minha"". Brincando com a situação, ele confessa que, em alguns casos, até torce para o demônio, já que os personagens são tão ingênuos que merecem o que acontece. Por fim, conclui que, na vida real, mesmo sabendo que essas coisas não existem, a gente evita correr riscos desnecessários, diferente dos personagens dos filmes.",,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,,,2
https://www.youtube.com/shorts/vtd2uY9ooFk?feature=share,Paraíba,"Eu digo, não é assim não, Vicente, tu tá aí com onda. Não, tô não, Zé. Tu tá aí por fora de mulher. No dia que um homem conseguir agradar uma mulher, no outro dia ela amanhece morta. Porque mulher é feito zebra. Amansou, morreu. Já viu alguém montado numa zebra? Eu digo, não, não vem não, Vicente, não vem não. Só aí. Zé, só pra você ter uma ideia. Tu chega cedo em casa pra tu ver. Tua mulher olha pra tu e diz, oxe, tá doente? Aí tu vai e chega tarde. Ela diz, vai morar na rua. Aí tu chega triste. Ela diz, o que é que tu tem, menino? Oxe. Aí tu chega alegre. Olha, faca. Ela diz, tu aprendeu isso com as raparigas? Foi tu, não é assim. Então, não tem bom, Zé. Alegre, triste, cedo, tarde, ela reclama. Não, não, não.",Stand-up,,,"Porque mulher é feito zebra. Amansou, morreu. Já viu alguém montado numa zebra?; Ela diz, tu aprendeu isso com as raparigas? Foi tu, não é assim.; Alegre, triste, cedo, tarde, ela reclama. ",,"O humorista brinca dizendo que uma mulher nunca parece satisfeita, comparando-a a uma zebra: se está calma, é sinal de que algo está errado. Ele segue com exemplos hilários, dizendo que não importa como o homem chegue em casa, seja triste, feliz, cedo ou tarde, sempre vai haver uma reclamação.",,Sim,Sim,Não,Sim,Não,Não,Não,Não,,,2
https://www.youtube.com/shorts/SBezg8yacPo?feature=share,Bahia,"É, uma amiga nossa estava conversando com a gente, ela mostrou pra gente uma postagem que dizia assim, que o único animal que não se esforça pra ficar mais bonito pra atrair a sua fêmea é o homem. Ele é o único animal que não faz uma dança pra chamar a atenção da sua fêmea. Aí ela usou o exemplo do pavão. Você já viu o pavão, como é que ele faz pra chamar a atenção da fêmea? Ele joga aquele rabo pra cima, fica aquela coisa linda, colorida. Meu brother, com a sensibilidade de uma lixa de parede, foi lá e respondeu pra ela o seguinte, vem cá, você quer que eu pinte o meu cu de amarelo pra chamar a sua atenção? Quer que eu faça o quê? Que eu meta um variamento deste rosado? Um coral com um neon?",Stand-up,,,você quer que eu pinte o meu cu de amarelo pra chamar a sua atenção? Quer que eu faça o quê? Que eu meta um variamento deste rosado? Um coral com um neon?,,"O humorista relembra uma conversa em que alguém afirmou que o homem é o único animal que não se esforça para atrair sua fêmea. Seu amigo, sem hesitar, rebateu de forma irônica e ríspida, perguntando se ela queria que ele pintasse o ânus de amarelo ou com tinta neon.",,Não,Não,Não,Sim,Sim,Não,Sim,Sim,,,2
https://www.youtube.com/shorts/0NVfXPzVzho?feature=share,Bahia,"Eu acho muito doido os amigos brancos sem noção, sabe? Aqueles que chegam assim, sentar no meio de uma festa, aí passam a guarnição da PM, e eles puxam uma cocaína e um baseado. Ninguém entende nada, você fala, o que é isso? Ele, hoje eu tô pra onda, você sozinho? Eu olho pra ele, eu falo, você tem que entender que você tem o direito de ficar pra onda. Se eu ficar pra onda, minha mãe nem me vê amanhã. Tem que entender.",Stand-up,O humorista é negro. PM é uma sigla que se refere à Polícia Militar.,,"Se eu ficar pra onda, minha mãe nem me vê amanhã.",,"O humorista descreve uma cena em que ironiza seus amigos brancos por se sentirem à vontade para cometer ilegalidades mesmo com a polícia por perto. A partir disso, faz uma sátira bem-humorada sobre a diferença de tratamento, ressaltando que, por ser negro, não tem esse privilégio e pode ser visto como alvo, enfrentando até o risco de morte.",,Não,Não,Não,Não,Sim,Sim,Sim,Não,,,2
https://www.youtube.com/shorts/HsCLEmnmYVM?feature=share,Pernambuco,"O seu Jorge tá querendo botar o nome do filho dele de samba. E eu fico pensando, já pensou se os filhos dele fossem gêmeo, ele ia botar Hippie e Hop. Se os meninos nascessem no Pará, ele ia botar Calypso. Agora ia ser muito pior se nascesse na Angola e ele quisesse botar Kuduro. É kuduro da Silva, kuduro. É kuduro da Silva. E eu fico imaginando assim, ele mostrando o universo ao filho dele, né? Chegando assim, querendo apresentar o mundo ao filho dele, chegando assim, tendo assim, samba. Tudo isso... Tudo isso que o sol toca, traz uma revelação. Onde menos é mais. E com o seu jeito, moleque... Você vai deixar tudo mais belo.",Stand-up,"Calypso, Grupo Revelação, Menos é Mais e Jeito Moleque são bandas brasileiras. Belo é um artista musical brasileiro. Kuduro é um gênero musical que surgiu na Angola.",,"já pensou se os filhos dele fossem gêmeo, ele ia botar hippie e hop. Se os meninos nascessem no Pará, ele ia botar calypso. Agora ia ser muito pior se nascesse na Angola e ele quisesse botar kuduro. É kuduro da Silva.; traz uma revelação. Onde menos é mais. E com o seu jeito, moleque... Você vai deixar tudo mais belo.",,"O humorista faz um jogo de palavras ao contar sobre um pai que queria nomear o filho de ""Samba"". Ele então imagina situações inusitadas, como gêmeos recebendo nomes inspirados em outros estilos musicais ou crianças sendo batizadas de acordo com alguma banda do local onde nasceram. No desfecho, ele amarra a piada com mais um trocadilho, construindo uma frase que encaixa perfeitamente os nomes de grupos e artistas famosos: Grupo Revelação, Menos é Mais, Jeito Moleque e Belo.",,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,,,2
https://www.youtube.com/shorts/Vbez2Uy-KIM?feature=share,Maranhão,"Eu como sou evangélica, eu era daquele grupo, Escolhi Esperar... um corajoso. E aí eu fui investindo nisso, ô crianças, e meu status civil, sempre alguém perguntava, Bianca e tu? Tu é solteira, casada? Eu dizia, salmo 70. O que é irmão, tu lê a bíblia? Aí, Bianca tá solteira, casada, eu dizia, salmo 70, apressa-te, ó Deus, era o que diz. E aí crianças, mas glória a Deus, eu casei, amém? Amém igreja, e aí eu arranjei, porque eu sempre acreditei nas promessas da bíblia, a bíblia fala muita coisa boa para nós, e lá dizia na bíblia, e tem uma promessa, que ela ia me dar um varão, e me deu, glória a Deus. Eu acredito que tem muita gente aqui que não está lendo a bíblia, você por sinal, acho que não leu irmã, ele não te deu, então...",Stand-up,,,"eu era daquele grupo, Escolhi Esperar... um corajoso.; salmo 70, apressa-te, ó Deus; Eu acredito que tem muita gente aqui que não está lendo a bíblia, você por sinal, acho que não leu irmã, ele não te deu",,"A humorista conta que fazia parte do grupo ""Escolhi Esperar"", formado por pessoas religiosas que optam por manter a castidade até o casamento. No entanto, no seu caso, brinca que está esperando por alguém corajoso o suficiente para enfrentar a vida ao seu lado. Além disso, revela que sempre que perguntam sobre seu estado civil, responde com o Salmo 70: ""Apressa-te, ó Deus"", deixando claro que está com pressa para encontrar alguém. No final, provoca uma pessoa da plateia, dizendo que se ainda está solteira, é porque não anda lendo a Bíblia.",,Sim,Sim,Não,Sim,Não,Não,Sim,Não,,,2
https://www.youtube.com/shorts/dc6YEMMpC6o?feature=share,Bahia,"Pra comer. Seu Valdir, eu falei, seu Valdir, quanto é que tá o pão? Três reais. Eu falei, oxe eu quero é um. Com suco ilimitado, cinco reais. Eu falei, como é seu Valdir? Com suco ilimitado. Eu falei, tá com a Tim, a Claro e a Vivo é? É ilimitado, as coisas é ilimitado. O suco você bebe à vontade. O suco tinha de duas cores. A que dava pra saber que era perto de alguma coisa semelhante ao que a gente já viu. E a outra era perto de qualquer outra coisa inexistente. Eu falava, seu Valdir, o suco é de que? E ele falou, Tang com água da chuva, tá perguntando demais. Aí já peguei o pão, já bagacei o pão daquele jeitão, a larica batendo. A gente que gosta de um negócio, né? Gente liga pra nada. E eu comendo a porra toda daquele jeitão, não nada a pessoa do lado fala assim, seu Valdir, isso aqui é uma perna de barata, é? Eu tava com o meu pão aqui, né? Eu falei, se eu não ver, não tem.",Stand-up,"Claro, Tim e Vivo são empresas de telefonia celular brasileira. Tang é uma marca de suco em pó.",,"Eu falei, tá com a Tim, a Claro e a Vivo é?; A que dava pra saber que era perto de alguma coisa semelhante ao que a gente já viu. E a outra era perto de qualquer outra coisa inexistente.;  E ele falou, Tang com água da chuva, tá perguntando demais.; A gente que gosta de um negócio, né? Gente liga pra nada.; Eu falei, se eu não ver, não tem. ",,"O humorista diverte ao contar que, certa vez, foi comer pão no estabelecimento do Seu Valdir e se deparou com uma promoção de suco ilimitado. De forma sagaz, faz uma referência aos planos de ligações ilimitadas das operadoras Claro, Tim e Vivo, perguntando se Seu Valdir estava fechado com elas. Em seguida, revela que havia suco de duas cores: uma que remotamente lembrava algo conhecido e outra que parecia ter sido feito com algo inexistente. Mesmo assim, ele decidiu lanchar, pois a fome apertou, e brinca que quem ""gosta de um negócio"" (fuma maconha) acaba comendo qualquer coisa quando bate a larica. Quando questiona o sabor do suco, Seu Valdir responde de forma sarcástica que era apenas Tang com água da chuva. Por fim, o humorista conta que ouviu alguém perguntar se o que viu no pão era perna de barata e, para não perder a refeição, conclui com bom humor: ""se eu não ver, não tem"", deixando claro que não estava disposto a investigar nada que pudesse estragar seu apetite.",,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,,,2
https://www.youtube.com/shorts/I3ZYqo9UbTs?feature=share,Ceará,"O nome dos irmãos são lindos. Como é que é o nome? Eu falei isso na Xuxa, falei no Gugu, ele não acreditou. Eu trouxe a identidade pra mostrar o nome dos irmãos. Do mais velho pro mais novo. De setembro, eu perdi o meu irmão mais velho. O meu irmão mais velho faleceu. Mas assim, ó. Ivonete, Eronildo, Ivonildo, Egenildo, Estrogildo, Ivonildo, Estrojocildo, Ionildo, Adaildo, Adenildo, Avenete, Aurinete e Elisa. Estrojocildo não tem. Estrojocildo eu sinto. Não, vai tomar no c... É com S, Estrojosildo.",Podcast,,,"Estrojocildo não tem. Estrojocildo eu sinto. Não, vai tomar no c... É com S, Estrojosildo.",,"O humorista arranca risadas ao listar os diversos nomes de seus irmãos, destacando um especialmente inusitado: Estrojocildo. No final, ele ""surpreende"" ao revelar que o nome verdadeiro é com ""s"", Estrojosildo.",,Sim,Sim,Não,Não,Não,Não,Não,Não,Adicionar sagacidade. As combinações dos nomes criou um impacto cômico rápido.,,2
https://www.youtube.com/shorts/9yzRGzwzShw?feature=share,Ceará,"Eu vou fazer uma rima, se rimar tu diz. Aí eu digo, vai. Eu fui tomar banho na praia do Paracuru, veio uma onda e molhou os meus pés. Não rimou. Não rimou porque eu me levantei.",Stand-up,,,Não rimou porque eu me levantei.,,O humorista quebra a expectativa ao falar uma frase que só não rima porque a ação descrita foi diferente do que todos esperavam.,,Sim,Não,Não,Sim,Não,Não,Não,Não,,,2
https://www.youtube.com/shorts/8wr7zm8iWkk?feature=share,Bahia,"Você falou uma besteira, xingou o cara de Cajazeiras, já tem alguém lá de Cajazeiras assim ó, Polícia Civil. Eu tô porra, não, oxen, eu tenho certeza que alguém na rótula da feirinha pegou o celular e fez assim ó, ligue pra Major Denício aí, pra ver se esse fila da puta não sai de lá, ele é preso. Porque ele bateu na mulher dele, esse fila da puta. Ô rapaz, eu não gosto de Rodriguinho mais não. Rodriguinho agora vai ter que sair, vai ter que chegar na festa da casa e fazer Sorria que eu tô me queimando. Se fudeu, velho. Daqui a pouco aparece alguém dizendo que Rodriguinho tem problema psicológico. Ah, não pode falar mal de Rodriguinho não, que ele é neurodivergente.",Stand-up,"Rodriguinho é um cantor, compositor e produtor musical brasileiro. Ex-integrante do grupo Os Travessos, onde atuou como vocalista. Ele canta uma música cujo o refrão começa com ""Sorria que eu estou te filmando"". Ele participou do reality show Big Brother Brasil em 2024. ",,"já tem alguém lá de Cajazeiras assim ó, Polícia Civil.; eu tenho certeza que alguém na rótula da feirinha pegou o celular e fez assim ó, ligue pra Major Denício aí, pra ver se esse fila da puta não sai de lá, ele é preso.; Rodriguinho agora vai ter que sair, vai ter que chegar na festa da casa e fazer Sorria que eu tô me queimando.;  Daqui a pouco aparece alguém dizendo que Rodriguinho tem problema psicológico.",,"O humorista faz uma piada sobre a participação do Rodriguinho no Big Brother Brasil, dizendo que se ele fosse de Cajazeiras, com certeza o pessoal já teria chamado a polícia para tirá-lo de lá, dado o seu comportamento. Aproveitando a situação, ele brinca com uma das músicas mais famosas de Rodriguinho, sugerindo que ele poderia mudar o nome da canção para ""Sorria que eu tô me queimando"", em vez de ""Sorria eu estou te filmando"", em alusão às atitudes que o prejudicaram no programa. Para finalizar, ironiza, dizendo que, se alguém for questionar seu comportamento, poderiam até tentar justificar dizendo que ele é neurodivergente, como uma forma de dar uma explicação para suas atitudes.",,Não,Não,Não,Sim,Sim,Sim,Sim,Não,,,2
https://www.youtube.com/shorts/yVEpp17AZbI?feature=share,Maranhão,"E assim, eu achei muito humildade desse grande artista de pegar alguém que tava sumindo na mídia e bota essa pessoa pra cima, acender de novo a fama, que foi o que o Manoel Gomes fez com Tierry. O Manoel Gomes saiu do Maranhão, foi pra Bahia, fez um monte de vídeo e tudo, e tudo. Eu falei, caralho, a participação dele vai ser merda ali na música. Qual a participação dele na música? Eu vou botar aqui pra vocês. Qual a participação dele na música? É só isso aqui, ó. Só isso, calma.",Stand-up,"Manoel Jardim Gomes, mais conhecido como Manoel Gomes, é um cantor e compositor brasileiro de brega. É conhecido por criar a música ""Caneta Azul"", que se tornou um meme da Internet. Tierry é um famoso cantor e compositor brasileiro.",,que foi o que o Manoel Gomes fez com Tierry.,,"O humorista afirma, ironicamente, que o Manoel Gomes ajudou o Thierry a ascender sua fama novamente, sendo que o Thierry é famoso desde bem antes do Manoel viralizar.",,Sim,Não,Não,Sim,Sim,Não,Não,Não,,,2
https://www.youtube.com/shorts/dAloH21_JoQ?feature=share,Paraíba,"Agora assim, o que eu acho assim mais danado nesse negócio desse lavajato é porque bota os artistas no meio, sem ter nada a ver, rapai. É o que me revolta mais. Você vê, se existir um artista que eu tenho respeito, que foi um dos artistas mais educados que eu conheci na minha vida, um cara de ouro, profissional mil anos, um cara bacana de tudo, Tony Ramo. Como é que botam Tony Ramo nesse negócio? Da JBS, cara? Diz que segunda-feira ele vai ter que depor e ele já avisou que vai pedir a depilação premiada.",Stand-up,"A Operação Lava Jato foi um conjunto de investigações realizadas pela Polícia Federal do Brasil (PF), visando apurar um esquema de lavagem de dinheiro que movimentou bilhões de reais em propina. Tony Ramos é um ator brasileiro e comumente as pessoas fazem piada com a quantidade de pelos do seu corpo.",,Diz que segunda-feira ele vai ter que depor e ele já avisou que vai pedir a depilação premiada.,,"O humorista critica o absurdo de envolverem artistas na Operação Lava Jato e usa Tony Ramos como exemplo. Em seguida, faz um jogo de palavras, associando ""delação premiada"" a ""depilação premiada"", uma brincadeira com a marcante quantidade de pelos que o ator sempre exibiu em suas novelas.",,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,,2
https://www.youtube.com/shorts/15vQJzjQfH0?feature=share,Piauí,"As pessoas parecem com o nome dela. Isso é interessante. Ricardo, dentista. Doutor Ricardo, parece. O cara que cuida da saúde bucal. Lourdes, merendeira da escola da gente. Lourdes. Parece. Não parece? Maria de Lourdes, filha da Lourdes, trabalha na escola também, junto com ela. Totalmente diferente, cara. Médico, tem que ter nome de médico. Você não pode chegar no hospital e o nome do médico é Joilson. Não pode. Você chega no hospital com a perna arrancada, o nome do médico é Joilson, ele vai remendar com cimento, porque Joilson é pedreiro. Fala, Joilson, remenda minha perna. É agora, meu patrão. Vai fazer assim, ó. Assim, na perninha, assim, ó. Eu presto muita atenção no nome de piloto de avião. Porque o piloto, quando ele é bom, o nome dele é foda junto com ele. O cara fala, atenção, senhores passageiros, quem fala é o comandante Arnold Schwarzenegger, né? Eu não boto nem cinto, me sinto seguro com aquele cara ali. Um dia eu fui pegar um voo Brasília-Teresina.",Stand-up,,,"Ricardo, dentista. Doutor Ricardo, parece.;  Lourdes, merendeira da escola da gente.; Maria de Lourdes, filha da Lourdes, trabalha na escola também, junto com ela.;  Você não pode chegar no hospital e o nome do médico é Joilson.; Você chega no hospital com a perna arrancada, o nome do médico é Joilson, ele vai remendar com cimento, porque Joilson é pedreiro. Fala, Joilson, remenda minha perna. É agora, meu patrão.; O cara fala, atenção, senhores passageiros, quem fala é o comandante Arnold Schwarzenegger, né? Eu não boto nem cinto, me sinto seguro com aquele cara ali. ",,"O humorista diverte ao afirmar que existem nomes mais corretos que outros para determinadas profissões, por exemplo, dentista Ricardo e merendeira Lourdes. Brinca então que ser atendido por um médico chamado ""Joilson"" é algo que perde totalmente a credibilidade, pois esse é nome de pedreiro e o máximo que ele faria ia ser remendar a perna com cimento. Depois diverte dando outro exemplo dizendo que se pegar um piloto chamado Arnold Schwarzenegger ele nem colocaria cinto de segurança de tão seguro que se sentiria, pois esse sim é um nome de credibilidade.",,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,,,2
